nr	nv	nt	capacity
5	8	1	100

node	x	y	a	b	load
p0	84	27	0	999	37
p1	4	61	0	999	78
p2	73	68	0	999	61
p3	83	66	0	999	67
p4	10	69	0	999	57
d0	53	41	0	999	-37
d1	35	58	0	999	-78
d2	96	45	0	999	-61
d3	99	55	0	999	-67
d4	72	87	0	999	-57
o0	28	47	0	999	0
o1	24	76	0	999	0
o2	58	99	0	999	0
o3	82	58	0	999	0
o4	8	81	0	999	0
o5	70	19	0	999	0
o6	75	23	0	999	0
o7	34	34	0	999	0
e0	53	96	0	999	0
e1	44	6	0	999	0
e2	23	18	0	999	0
e3	90	34	0	999	0
e4	90	24	0	999	0
e5	67	81	0	999	0
e6	38	27	0	999	0
e7	57	64	0	999	0
t0	39	48	0	999	0
