nr	nv	nt	capacity
5	14	1	100

node	x	y	a	b	load
p0	80	15	0	999	64
p1	92	82	0	999	6
p2	42	73	0	999	44
p3	74	68	0	999	5
p4	10	59	0	999	97
d0	91	50	0	999	-64
d1	51	33	0	999	-6
d2	94	16	0	999	-44
d3	22	85	0	999	-5
d4	79	41	0	999	-97
o0	89	46	0	999	0
o1	34	16	0	999	0
o2	16	68	0	999	0
o3	48	18	0	999	0
o4	64	56	0	999	0
o5	46	28	0	999	0
o6	77	15	0	999	0
o7	19	62	0	999	0
o8	3	93	0	999	0
o9	68	88	0	999	0
o10	34	88	0	999	0
o11	11	63	0	999	0
o12	7	36	0	999	0
o13	26	21	0	999	0
e0	79	54	0	999	0
e1	36	31	0	999	0
e2	99	16	0	999	0
e3	77	37	0	999	0
e4	1	69	0	999	0
e5	78	36	0	999	0
e6	76	13	0	999	0
e7	28	44	0	999	0
e8	21	75	0	999	0
e9	69	91	0	999	0
e10	51	93	0	999	0
e11	93	28	0	999	0
e12	83	40	0	999	0
e13	97	73	0	999	0
t0	33	58	0	999	0
