nr	nv	nt	capacity
5	16	1	100

node	x	y	a	b	load
p0	20	80	0	999	83
p1	97	87	0	999	97
p2	61	25	0	999	49
p3	76	52	0	999	78
p4	9	57	0	999	4
d0	4	42	0	999	-83
d1	1	69	0	999	-97
d2	41	75	0	999	-49
d3	78	10	0	999	-78
d4	85	45	0	999	-4
o0	71	44	0	999	0
o1	78	93	0	999	0
o2	59	46	0	999	0
o3	9	52	0	999	0
o4	38	74	0	999	0
o5	44	9	0	999	0
o6	50	14	0	999	0
o7	57	7	0	999	0
o8	98	25	0	999	0
o9	68	29	0	999	0
o10	97	0	0	999	0
o11	17	56	0	999	0
o12	18	59	0	999	0
o13	81	93	0	999	0
o14	94	41	0	999	0
o15	32	19	0	999	0
e0	47	54	0	999	0
e1	14	10	0	999	0
e2	83	17	0	999	0
e3	90	15	0	999	0
e4	77	71	0	999	0
e5	88	98	0	999	0
e6	14	77	0	999	0
e7	9	77	0	999	0
e8	73	73	0	999	0
e9	38	52	0	999	0
e10	78	50	0	999	0
e11	75	17	0	999	0
e12	31	60	0	999	0
e13	17	31	0	999	0
e14	18	27	0	999	0
e15	2	26	0	999	0
t0	58	56	0	999	0
