nr	nv	nt	capacity
5	16	1	100

node	x	y	a	b	load
p0	67	84	0	999	11
p1	41	17	0	999	58
p2	56	5	0	999	37
p3	65	8	0	999	30
p4	51	53	0	999	23
d0	13	96	0	999	-11
d1	51	6	0	999	-58
d2	23	8	0	999	-37
d3	86	88	0	999	-30
d4	20	90	0	999	-23
o0	95	76	0	999	0
o1	74	40	0	999	0
o2	61	1	0	999	0
o3	77	9	0	999	0
o4	56	83	0	999	0
o5	62	37	0	999	0
o6	84	49	0	999	0
o7	44	57	0	999	0
o8	51	11	0	999	0
o9	11	33	0	999	0
o10	80	5	0	999	0
o11	53	96	0	999	0
o12	30	19	0	999	0
o13	68	69	0	999	0
o14	30	93	0	999	0
o15	21	29	0	999	0
e0	51	52	0	999	0
e1	48	61	0	999	0
e2	86	93	0	999	0
e3	79	52	0	999	0
e4	39	76	0	999	0
e5	2	41	0	999	0
e6	99	28	0	999	0
e7	93	66	0	999	0
e8	75	71	0	999	0
e9	49	38	0	999	0
e10	66	95	0	999	0
e11	80	82	0	999	0
e12	82	21	0	999	0
e13	25	10	0	999	0
e14	25	29	0	999	0
e15	5	0	0	999	0
t0	27	30	0	999	0
