nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	2	26	0	999	81
p1	1	14	0	999	79
p2	90	0	0	999	27
p3	27	24	0	999	96
p4	48	65	0	999	2
d0	77	82	0	999	-81
d1	48	53	0	999	-79
d2	65	65	0	999	-27
d3	14	98	0	999	-96
d4	21	12	0	999	-2
o0	91	82	0	999	0
o1	69	99	0	999	0
o2	5	62	0	999	0
o3	96	64	0	999	0
o4	10	77	0	999	0
o5	90	61	0	999	0
o6	35	92	0	999	0
o7	52	72	0	999	0
o8	7	21	0	999	0
o9	39	34	0	999	0
o10	5	24	0	999	0
o11	11	20	0	999	0
e0	75	87	0	999	0
e1	79	96	0	999	0
e2	61	94	0	999	0
e3	40	2	0	999	0
e4	93	11	0	999	0
e5	55	72	0	999	0
e6	56	50	0	999	0
e7	18	5	0	999	0
e8	53	89	0	999	0
e9	16	44	0	999	0
e10	10	68	0	999	0
e11	93	28	0	999	0
t0	22	19	0	999	0
