nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	18	16	0	999	44
p1	90	52	0	999	3
p2	64	31	0	999	22
p3	27	70	0	999	57
p4	92	54	0	999	3
d0	18	0	0	999	-44
d1	10	80	0	999	-3
d2	99	5	0	999	-22
d3	60	24	0	999	-57
d4	11	78	0	999	-3
o0	67	13	0	999	0
o1	12	13	0	999	0
o2	28	62	0	999	0
o3	80	67	0	999	0
o4	24	48	0	999	0
o5	87	0	0	999	0
o6	4	20	0	999	0
o7	89	11	0	999	0
o8	95	46	0	999	0
o9	36	77	0	999	0
o10	92	50	0	999	0
o11	28	32	0	999	0
o12	79	33	0	999	0
o13	14	93	0	999	0
o14	14	71	0	999	0
o15	83	80	0	999	0
o16	57	16	0	999	0
o17	45	23	0	999	0
o18	30	32	0	999	0
o19	50	66	0	999	0
e0	25	85	0	999	0
e1	78	58	0	999	0
e2	96	27	0	999	0
e3	34	97	0	999	0
e4	89	29	0	999	0
e5	70	9	0	999	0
e6	76	17	0	999	0
e7	6	81	0	999	0
e8	3	65	0	999	0
e9	95	77	0	999	0
e10	61	99	0	999	0
e11	34	55	0	999	0
e12	71	26	0	999	0
e13	38	89	0	999	0
e14	36	84	0	999	0
e15	34	64	0	999	0
e16	27	36	0	999	0
e17	50	27	0	999	0
e18	86	69	0	999	0
e19	26	44	0	999	0
t0	37	2	0	999	0
