nr	nv	nt	capacity
5	8	1	100

node	x	y	a	b	load
p0	1	69	0	999	50
p1	36	5	0	999	22
p2	69	74	0	999	38
p3	35	29	0	999	59
p4	78	16	0	999	83
d0	93	63	0	999	-50
d1	35	98	0	999	-22
d2	6	27	0	999	-38
d3	8	28	0	999	-59
d4	11	14	0	999	-83
o0	88	76	0	999	0
o1	56	35	0	999	0
o2	20	40	0	999	0
o3	26	73	0	999	0
o4	20	28	0	999	0
o5	19	7	0	999	0
o6	44	18	0	999	0
o7	46	52	0	999	0
e0	70	58	0	999	0
e1	50	54	0	999	0
e2	61	31	0	999	0
e3	55	2	0	999	0
e4	6	16	0	999	0
e5	31	49	0	999	0
e6	88	77	0	999	0
e7	61	74	0	999	0
t0	16	92	0	999	0
