nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	88	58	0	999	6
p1	52	25	0	999	55
p2	70	14	0	999	3
p3	32	41	0	999	31
p4	98	73	0	999	17
d0	70	49	0	999	-6
d1	3	37	0	999	-55
d2	19	25	0	999	-3
d3	8	85	0	999	-31
d4	65	75	0	999	-17
o0	48	15	0	999	0
o1	93	67	0	999	0
o2	43	48	0	999	0
o3	39	64	0	999	0
o4	31	93	0	999	0
o5	97	73	0	999	0
o6	5	41	0	999	0
o7	47	81	0	999	0
o8	84	54	0	999	0
o9	97	50	0	999	0
o10	73	63	0	999	0
o11	51	60	0	999	0
e0	20	21	0	999	0
e1	84	59	0	999	0
e2	8	91	0	999	0
e3	25	75	0	999	0
e4	2	4	0	999	0
e5	17	61	0	999	0
e6	39	36	0	999	0
e7	46	86	0	999	0
e8	55	67	0	999	0
e9	21	88	0	999	0
e10	9	87	0	999	0
e11	71	34	0	999	0
t0	9	37	0	999	0
