nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	14	62	0	999	19
p1	10	82	0	999	65
p2	24	87	0	999	60
p3	48	74	0	999	94
p4	42	54	0	999	73
d0	47	69	0	999	-19
d1	11	87	0	999	-65
d2	33	46	0	999	-60
d3	1	60	0	999	-94
d4	48	71	0	999	-73
o0	0	79	0	999	0
o1	88	4	0	999	0
o2	53	68	0	999	0
o3	66	16	0	999	0
o4	99	31	0	999	0
o5	28	89	0	999	0
o6	13	42	0	999	0
o7	56	45	0	999	0
o8	43	64	0	999	0
o9	3	30	0	999	0
o10	69	7	0	999	0
o11	94	74	0	999	0
o12	43	87	0	999	0
o13	66	25	0	999	0
o14	55	66	0	999	0
o15	68	79	0	999	0
o16	24	14	0	999	0
o17	74	37	0	999	0
o18	86	6	0	999	0
o19	70	94	0	999	0
e0	39	22	0	999	0
e1	72	43	0	999	0
e2	48	97	0	999	0
e3	80	20	0	999	0
e4	81	82	0	999	0
e5	11	42	0	999	0
e6	39	98	0	999	0
e7	11	32	0	999	0
e8	30	81	0	999	0
e9	0	79	0	999	0
e10	0	76	0	999	0
e11	90	84	0	999	0
e12	34	10	0	999	0
e13	83	18	0	999	0
e14	16	53	0	999	0
e15	96	54	0	999	0
e16	85	80	0	999	0
e17	31	79	0	999	0
e18	39	9	0	999	0
e19	42	14	0	999	0
t0	2	67	0	999	0
