nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	18	78	0	999	19
p1	77	85	0	999	6
p2	49	78	0	999	71
p3	85	26	0	999	5
p4	40	69	0	999	19
d0	5	68	0	999	-19
d1	11	16	0	999	-6
d2	47	66	0	999	-71
d3	44	87	0	999	-5
d4	12	21	0	999	-19
o0	83	87	0	999	0
o1	85	25	0	999	0
o2	63	21	0	999	0
o3	35	24	0	999	0
o4	85	67	0	999	0
o5	38	16	0	999	0
o6	87	89	0	999	0
o7	71	82	0	999	0
o8	94	74	0	999	0
o9	2	71	0	999	0
o10	90	29	0	999	0
o11	39	48	0	999	0
o12	47	66	0	999	0
o13	76	64	0	999	0
o14	92	29	0	999	0
o15	5	16	0	999	0
o16	74	97	0	999	0
o17	4	92	0	999	0
o18	54	44	0	999	0
o19	38	92	0	999	0
e0	33	36	0	999	0
e1	34	14	0	999	0
e2	2	99	0	999	0
e3	41	87	0	999	0
e4	58	88	0	999	0
e5	18	37	0	999	0
e6	69	95	0	999	0
e7	94	8	0	999	0
e8	93	13	0	999	0
e9	37	72	0	999	0
e10	89	14	0	999	0
e11	76	0	0	999	0
e12	67	70	0	999	0
e13	57	2	0	999	0
e14	37	13	0	999	0
e15	72	57	0	999	0
e16	29	97	0	999	0
e17	68	97	0	999	0
e18	59	75	0	999	0
e19	79	36	0	999	0
t0	24	92	0	999	0
