nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	28	48	0	999	60
p1	74	16	0	999	33
p2	16	3	0	999	73
p3	24	4	0	999	84
p4	65	81	0	999	67
d0	77	22	0	999	-60
d1	21	81	0	999	-33
d2	74	68	0	999	-73
d3	34	2	0	999	-84
d4	70	68	0	999	-67
o0	31	95	0	999	0
o1	17	65	0	999	0
o2	94	77	0	999	0
o3	48	91	0	999	0
o4	82	6	0	999	0
o5	99	4	0	999	0
o6	86	93	0	999	0
o7	7	84	0	999	0
o8	17	40	0	999	0
o9	82	32	0	999	0
o10	22	66	0	999	0
o11	82	76	0	999	0
o12	15	73	0	999	0
o13	44	74	0	999	0
o14	87	64	0	999	0
o15	3	40	0	999	0
o16	28	82	0	999	0
o17	14	78	0	999	0
o18	87	93	0	999	0
o19	85	99	0	999	0
e0	65	82	0	999	0
e1	11	25	0	999	0
e2	79	25	0	999	0
e3	59	40	0	999	0
e4	55	84	0	999	0
e5	31	61	0	999	0
e6	65	58	0	999	0
e7	75	65	0	999	0
e8	99	93	0	999	0
e9	86	11	0	999	0
e10	86	70	0	999	0
e11	23	45	0	999	0
e12	88	41	0	999	0
e13	71	2	0	999	0
e14	10	21	0	999	0
e15	94	22	0	999	0
e16	26	24	0	999	0
e17	79	66	0	999	0
e18	38	79	0	999	0
e19	6	18	0	999	0
t0	68	33	0	999	0
