nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	0	50	0	999	55
p1	14	35	0	999	98
p2	23	1	0	999	17
p3	48	48	0	999	41
p4	52	42	0	999	37
d0	44	47	0	999	-55
d1	58	92	0	999	-98
d2	85	80	0	999	-17
d3	16	12	0	999	-41
d4	39	37	0	999	-37
o0	35	53	0	999	0
o1	52	69	0	999	0
o2	59	93	0	999	0
o3	60	94	0	999	0
o4	68	0	0	999	0
o5	31	15	0	999	0
o6	83	52	0	999	0
o7	28	63	0	999	0
o8	43	38	0	999	0
o9	94	83	0	999	0
o10	8	31	0	999	0
o11	69	66	0	999	0
e0	11	88	0	999	0
e1	48	34	0	999	0
e2	23	95	0	999	0
e3	51	46	0	999	0
e4	0	23	0	999	0
e5	62	93	0	999	0
e6	42	81	0	999	0
e7	59	95	0	999	0
e8	15	52	0	999	0
e9	91	14	0	999	0
e10	39	18	0	999	0
e11	56	19	0	999	0
t0	50	21	0	999	0
