nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	33	12	0	999	49
p1	14	39	0	999	66
p2	99	10	0	999	15
p3	51	77	0	999	53
p4	19	63	0	999	6
d0	7	26	0	999	-49
d1	53	83	0	999	-66
d2	76	48	0	999	-15
d3	38	89	0	999	-53
d4	58	7	0	999	-6
o0	74	91	0	999	0
o1	17	9	0	999	0
o2	83	16	0	999	0
o3	37	8	0	999	0
o4	73	12	0	999	0
o5	48	55	0	999	0
o6	77	99	0	999	0
o7	70	73	0	999	0
o8	62	1	0	999	0
o9	59	22	0	999	0
o10	35	44	0	999	0
o11	34	84	0	999	0
o12	67	68	0	999	0
o13	57	38	0	999	0
o14	70	24	0	999	0
o15	88	43	0	999	0
o16	62	67	0	999	0
o17	67	93	0	999	0
e0	64	32	0	999	0
e1	86	62	0	999	0
e2	16	41	0	999	0
e3	86	70	0	999	0
e4	80	1	0	999	0
e5	91	32	0	999	0
e6	50	48	0	999	0
e7	65	22	0	999	0
e8	11	60	0	999	0
e9	16	25	0	999	0
e10	81	88	0	999	0
e11	43	90	0	999	0
e12	89	82	0	999	0
e13	40	35	0	999	0
e14	4	72	0	999	0
e15	0	86	0	999	0
e16	60	76	0	999	0
e17	3	28	0	999	0
t0	89	77	0	999	0
