nr	nv	nt	capacity
5	14	1	100

node	x	y	a	b	load
p0	62	15	0	999	49
p1	62	53	0	999	71
p2	5	15	0	999	32
p3	72	97	0	999	36
p4	47	30	0	999	82
d0	21	44	0	999	-49
d1	99	72	0	999	-71
d2	33	25	0	999	-32
d3	67	87	0	999	-36
d4	87	53	0	999	-82
o0	38	67	0	999	0
o1	40	75	0	999	0
o2	2	82	0	999	0
o3	76	74	0	999	0
o4	84	41	0	999	0
o5	50	73	0	999	0
o6	25	53	0	999	0
o7	57	10	0	999	0
o8	68	12	0	999	0
o9	16	41	0	999	0
o10	34	93	0	999	0
o11	23	44	0	999	0
o12	64	80	0	999	0
o13	6	68	0	999	0
e0	47	34	0	999	0
e1	81	39	0	999	0
e2	40	27	0	999	0
e3	51	11	0	999	0
e4	99	0	0	999	0
e5	39	40	0	999	0
e6	80	58	0	999	0
e7	28	21	0	999	0
e8	25	9	0	999	0
e9	1	15	0	999	0
e10	46	34	0	999	0
e11	49	37	0	999	0
e12	85	56	0	999	0
e13	45	64	0	999	0
t0	58	34	0	999	0
