nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	62	39	0	999	59
p1	31	13	0	999	8
p2	78	15	0	999	10
p3	8	89	0	999	94
p4	45	89	0	999	62
d0	95	21	0	999	-59
d1	60	1	0	999	-8
d2	52	84	0	999	-10
d3	53	51	0	999	-94
d4	2	48	0	999	-62
o0	91	17	0	999	0
o1	94	17	0	999	0
o2	20	7	0	999	0
o3	92	16	0	999	0
o4	16	99	0	999	0
o5	7	67	0	999	0
o6	66	15	0	999	0
o7	85	43	0	999	0
o8	25	80	0	999	0
o9	13	45	0	999	0
o10	71	85	0	999	0
o11	46	84	0	999	0
o12	65	14	0	999	0
o13	40	95	0	999	0
o14	12	66	0	999	0
o15	17	83	0	999	0
o16	42	20	0	999	0
o17	78	51	0	999	0
e0	77	36	0	999	0
e1	98	27	0	999	0
e2	69	75	0	999	0
e3	31	87	0	999	0
e4	32	38	0	999	0
e5	8	90	0	999	0
e6	59	44	0	999	0
e7	89	75	0	999	0
e8	89	56	0	999	0
e9	11	51	0	999	0
e10	18	55	0	999	0
e11	0	86	0	999	0
e12	54	24	0	999	0
e13	14	88	0	999	0
e14	91	88	0	999	0
e15	82	84	0	999	0
e16	60	79	0	999	0
e17	3	8	0	999	0
t0	16	65	0	999	0
