nr	nv	nt	capacity
5	10	1	100

node	x	y	a	b	load
p0	1	61	0	999	59
p1	72	55	0	999	30
p2	46	62	0	999	67
p3	72	16	0	999	83
p4	98	70	0	999	22
d0	73	36	0	999	-59
d1	48	81	0	999	-30
d2	68	35	0	999	-67
d3	6	48	0	999	-83
d4	6	79	0	999	-22
o0	90	96	0	999	0
o1	91	73	0	999	0
o2	54	71	0	999	0
o3	57	26	0	999	0
o4	14	82	0	999	0
o5	64	22	0	999	0
o6	48	51	0	999	0
o7	87	7	0	999	0
o8	80	24	0	999	0
o9	20	0	0	999	0
e0	53	57	0	999	0
e1	82	40	0	999	0
e2	86	21	0	999	0
e3	29	31	0	999	0
e4	69	21	0	999	0
e5	32	31	0	999	0
e6	62	27	0	999	0
e7	6	81	0	999	0
e8	36	0	0	999	0
e9	51	98	0	999	0
t0	83	71	0	999	0
