nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	59	63	0	999	99
p1	4	42	0	999	42
p2	89	72	0	999	14
p3	31	79	0	999	55
p4	80	37	0	999	21
d0	78	56	0	999	-99
d1	44	0	0	999	-42
d2	34	37	0	999	-14
d3	95	67	0	999	-55
d4	8	45	0	999	-21
o0	80	55	0	999	0
o1	57	50	0	999	0
o2	33	21	0	999	0
o3	99	7	0	999	0
o4	23	66	0	999	0
o5	61	83	0	999	0
o6	57	65	0	999	0
o7	52	32	0	999	0
o8	26	2	0	999	0
o9	94	97	0	999	0
o10	78	27	0	999	0
o11	20	95	0	999	0
o12	70	82	0	999	0
o13	57	70	0	999	0
o14	55	26	0	999	0
o15	96	66	0	999	0
o16	5	41	0	999	0
o17	53	90	0	999	0
e0	25	46	0	999	0
e1	75	9	0	999	0
e2	78	89	0	999	0
e3	38	69	0	999	0
e4	54	82	0	999	0
e5	57	25	0	999	0
e6	94	10	0	999	0
e7	41	87	0	999	0
e8	79	16	0	999	0
e9	28	33	0	999	0
e10	72	44	0	999	0
e11	52	40	0	999	0
e12	53	16	0	999	0
e13	98	40	0	999	0
e14	19	48	0	999	0
e15	95	21	0	999	0
e16	13	54	0	999	0
e17	33	58	0	999	0
t0	99	28	0	999	0
