nr	nv	nt	capacity
5	8	1	100

node	x	y	a	b	load
p0	94	66	0	999	82
p1	22	50	0	999	28
p2	65	87	0	999	70
p3	83	8	0	999	74
p4	72	4	0	999	88
d0	94	71	0	999	-82
d1	5	75	0	999	-28
d2	68	20	0	999	-70
d3	54	18	0	999	-74
d4	36	66	0	999	-88
o0	95	80	0	999	0
o1	93	51	0	999	0
o2	85	49	0	999	0
o3	4	46	0	999	0
o4	94	76	0	999	0
o5	75	24	0	999	0
o6	96	64	0	999	0
o7	89	20	0	999	0
e0	23	66	0	999	0
e1	2	34	0	999	0
e2	44	59	0	999	0
e3	87	90	0	999	0
e4	30	63	0	999	0
e5	47	2	0	999	0
e6	79	70	0	999	0
e7	76	2	0	999	0
t0	16	71	0	999	0
