nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	79	87	0	999	32
p1	64	55	0	999	47
p2	88	28	0	999	38
p3	67	14	0	999	78
p4	22	5	0	999	38
d0	92	81	0	999	-32
d1	41	78	0	999	-47
d2	21	87	0	999	-38
d3	21	68	0	999	-78
d4	76	3	0	999	-38
o0	97	37	0	999	0
o1	60	49	0	999	0
o2	96	96	0	999	0
o3	30	70	0	999	0
o4	43	60	0	999	0
o5	71	92	0	999	0
o6	29	45	0	999	0
o7	58	74	0	999	0
o8	72	38	0	999	0
o9	25	13	0	999	0
o10	12	32	0	999	0
o11	9	10	0	999	0
o12	61	99	0	999	0
o13	82	96	0	999	0
o14	28	14	0	999	0
o15	88	62	0	999	0
o16	64	54	0	999	0
o17	67	68	0	999	0
o18	42	57	0	999	0
o19	82	35	0	999	0
e0	6	16	0	999	0
e1	40	99	0	999	0
e2	0	23	0	999	0
e3	91	8	0	999	0
e4	14	15	0	999	0
e5	61	36	0	999	0
e6	94	65	0	999	0
e7	28	39	0	999	0
e8	60	72	0	999	0
e9	8	34	0	999	0
e10	25	89	0	999	0
e11	18	47	0	999	0
e12	51	56	0	999	0
e13	50	2	0	999	0
e14	77	2	0	999	0
e15	27	96	0	999	0
e16	43	81	0	999	0
e17	35	32	0	999	0
e18	51	69	0	999	0
e19	29	63	0	999	0
t0	68	69	0	999	0
