nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	2	1	0	999	81
p1	14	62	0	999	95
p2	89	69	0	999	76
p3	46	34	0	999	59
p4	39	97	0	999	94
d0	71	77	0	999	-81
d1	47	20	0	999	-95
d2	32	22	0	999	-76
d3	70	62	0	999	-59
d4	18	64	0	999	-94
o0	63	77	0	999	0
o1	75	82	0	999	0
o2	27	64	0	999	0
o3	54	31	0	999	0
o4	87	38	0	999	0
o5	58	57	0	999	0
o6	70	36	0	999	0
o7	92	93	0	999	0
o8	12	42	0	999	0
o9	23	25	0	999	0
o10	41	55	0	999	0
o11	15	99	0	999	0
o12	4	42	0	999	0
o13	27	85	0	999	0
o14	93	63	0	999	0
o15	64	65	0	999	0
o16	90	22	0	999	0
o17	98	22	0	999	0
e0	76	54	0	999	0
e1	17	24	0	999	0
e2	73	59	0	999	0
e3	84	74	0	999	0
e4	57	11	0	999	0
e5	52	81	0	999	0
e6	45	45	0	999	0
e7	8	21	0	999	0
e8	8	50	0	999	0
e9	75	15	0	999	0
e10	33	27	0	999	0
e11	87	74	0	999	0
e12	19	11	0	999	0
e13	4	53	0	999	0
e14	50	32	0	999	0
e15	61	11	0	999	0
e16	60	38	0	999	0
e17	75	37	0	999	0
t0	81	1	0	999	0
