nr	nv	nt	capacity
5	14	1	100

node	x	y	a	b	load
p0	30	28	0	999	5
p1	10	56	0	999	49
p2	76	31	0	999	24
p3	42	17	0	999	20
p4	69	68	0	999	44
d0	74	81	0	999	-5
d1	3	45	0	999	-49
d2	87	54	0	999	-24
d3	60	36	0	999	-20
d4	85	62	0	999	-44
o0	9	63	0	999	0
o1	61	95	0	999	0
o2	42	35	0	999	0
o3	70	47	0	999	0
o4	82	23	0	999	0
o5	85	69	0	999	0
o6	21	85	0	999	0
o7	78	17	0	999	0
o8	58	51	0	999	0
o9	33	83	0	999	0
o10	52	99	0	999	0
o11	37	76	0	999	0
o12	96	29	0	999	0
o13	38	23	0	999	0
e0	85	76	0	999	0
e1	80	91	0	999	0
e2	74	67	0	999	0
e3	82	14	0	999	0
e4	57	97	0	999	0
e5	77	79	0	999	0
e6	0	97	0	999	0
e7	72	16	0	999	0
e8	23	83	0	999	0
e9	59	91	0	999	0
e10	49	38	0	999	0
e11	9	34	0	999	0
e12	45	99	0	999	0
e13	94	88	0	999	0
t0	8	6	0	999	0
