nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	5	53	0	999	36
p1	30	55	0	999	70
p2	94	58	0	999	24
p3	22	94	0	999	53
p4	25	18	0	999	3
d0	6	31	0	999	-36
d1	23	76	0	999	-70
d2	16	27	0	999	-24
d3	64	26	0	999	-53
d4	29	39	0	999	-3
o0	80	78	0	999	0
o1	60	66	0	999	0
o2	40	95	0	999	0
o3	24	55	0	999	0
o4	93	83	0	999	0
o5	26	20	0	999	0
o6	81	33	0	999	0
o7	48	15	0	999	0
o8	82	38	0	999	0
o9	7	61	0	999	0
o10	15	22	0	999	0
o11	66	28	0	999	0
o12	98	14	0	999	0
o13	35	76	0	999	0
o14	63	88	0	999	0
o15	27	49	0	999	0
o16	6	15	0	999	0
o17	29	11	0	999	0
e0	58	61	0	999	0
e1	79	70	0	999	0
e2	68	72	0	999	0
e3	24	56	0	999	0
e4	13	19	0	999	0
e5	80	89	0	999	0
e6	21	48	0	999	0
e7	75	75	0	999	0
e8	6	75	0	999	0
e9	68	93	0	999	0
e10	64	85	0	999	0
e11	13	15	0	999	0
e12	78	42	0	999	0
e13	25	60	0	999	0
e14	0	11	0	999	0
e15	74	72	0	999	0
e16	10	4	0	999	0
e17	21	74	0	999	0
t0	47	26	0	999	0
