nr	nv	nt	capacity
5	8	1	100

node	x	y	a	b	load
p0	26	86	0	999	35
p1	12	82	0	999	76
p2	61	59	0	999	65
p3	64	12	0	999	31
p4	87	79	0	999	9
d0	48	11	0	999	-35
d1	73	41	0	999	-76
d2	52	7	0	999	-65
d3	35	40	0	999	-31
d4	32	93	0	999	-9
o0	4	6	0	999	0
o1	80	4	0	999	0
o2	1	78	0	999	0
o3	2	78	0	999	0
o4	52	33	0	999	0
o5	99	14	0	999	0
o6	13	78	0	999	0
o7	23	57	0	999	0
e0	71	44	0	999	0
e1	64	45	0	999	0
e2	41	17	0	999	0
e3	39	34	0	999	0
e4	79	61	0	999	0
e5	95	23	0	999	0
e6	45	1	0	999	0
e7	98	4	0	999	0
t0	13	54	0	999	0
