nr	nv	nt	capacity
5	14	1	100

node	x	y	a	b	load
p0	27	7	0	999	50
p1	35	87	0	999	82
p2	58	83	0	999	31
p3	89	2	0	999	29
p4	17	33	0	999	27
d0	41	64	0	999	-50
d1	38	41	0	999	-82
d2	89	29	0	999	-31
d3	53	11	0	999	-29
d4	78	18	0	999	-27
o0	27	49	0	999	0
o1	41	79	0	999	0
o2	64	33	0	999	0
o3	60	6	0	999	0
o4	76	76	0	999	0
o5	16	52	0	999	0
o6	86	51	0	999	0
o7	35	28	0	999	0
o8	60	86	0	999	0
o9	33	8	0	999	0
o10	76	55	0	999	0
o11	28	62	0	999	0
o12	39	0	0	999	0
o13	49	28	0	999	0
e0	77	44	0	999	0
e1	18	78	0	999	0
e2	32	73	0	999	0
e3	84	80	0	999	0
e4	97	14	0	999	0
e5	65	15	0	999	0
e6	86	20	0	999	0
e7	47	22	0	999	0
e8	95	84	0	999	0
e9	81	79	0	999	0
e10	26	32	0	999	0
e11	13	35	0	999	0
e12	45	26	0	999	0
e13	74	97	0	999	0
t0	87	42	0	999	0
