nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	49	51	0	999	91
p1	17	59	0	999	60
p2	58	33	0	999	60
p3	72	30	0	999	3
p4	73	90	0	999	86
d0	10	41	0	999	-91
d1	16	72	0	999	-60
d2	51	9	0	999	-60
d3	52	70	0	999	-3
d4	8	34	0	999	-86
o0	26	84	0	999	0
o1	48	13	0	999	0
o2	24	76	0	999	0
o3	65	22	0	999	0
o4	90	65	0	999	0
o5	19	21	0	999	0
o6	37	7	0	999	0
o7	4	33	0	999	0
o8	57	24	0	999	0
o9	85	52	0	999	0
o10	15	73	0	999	0
o11	44	84	0	999	0
o12	14	10	0	999	0
o13	44	93	0	999	0
o14	45	26	0	999	0
o15	66	85	0	999	0
o16	14	11	0	999	0
o17	73	53	0	999	0
o18	61	36	0	999	0
o19	63	13	0	999	0
e0	17	6	0	999	0
e1	96	20	0	999	0
e2	75	61	0	999	0
e3	20	17	0	999	0
e4	84	48	0	999	0
e5	29	52	0	999	0
e6	49	99	0	999	0
e7	11	77	0	999	0
e8	89	34	0	999	0
e9	69	23	0	999	0
e10	72	35	0	999	0
e11	46	41	0	999	0
e12	90	55	0	999	0
e13	33	28	0	999	0
e14	82	8	0	999	0
e15	45	68	0	999	0
e16	43	97	0	999	0
e17	39	21	0	999	0
e18	24	67	0	999	0
e19	80	65	0	999	0
t0	74	91	0	999	0
