nr	nv	nt	capacity
5	10	1	100

node	x	y	a	b	load
p0	40	79	0	999	19
p1	87	6	0	999	93
p2	17	98	0	999	49
p3	47	47	0	999	25
p4	61	53	0	999	90
d0	73	94	0	999	-19
d1	27	78	0	999	-93
d2	81	10	0	999	-49
d3	59	34	0	999	-25
d4	57	88	0	999	-90
o0	86	21	0	999	0
o1	96	3	0	999	0
o2	85	42	0	999	0
o3	44	85	0	999	0
o4	91	98	0	999	0
o5	26	94	0	999	0
o6	17	62	0	999	0
o7	29	1	0	999	0
o8	91	1	0	999	0
o9	82	28	0	999	0
e0	73	52	0	999	0
e1	85	46	0	999	0
e2	82	9	0	999	0
e3	87	78	0	999	0
e4	43	21	0	999	0
e5	81	39	0	999	0
e6	11	81	0	999	0
e7	58	44	0	999	0
e8	79	52	0	999	0
e9	22	18	0	999	0
t0	39	39	0	999	0
