nr	nv	nt	capacity
5	14	1	100

node	x	y	a	b	load
p0	16	17	0	999	10
p1	40	86	0	999	2
p2	69	4	0	999	74
p3	30	8	0	999	37
p4	64	14	0	999	7
d0	97	20	0	999	-10
d1	69	47	0	999	-2
d2	45	2	0	999	-74
d3	46	1	0	999	-37
d4	62	15	0	999	-7
o0	56	38	0	999	0
o1	92	73	0	999	0
o2	0	93	0	999	0
o3	30	77	0	999	0
o4	46	67	0	999	0
o5	97	54	0	999	0
o6	30	44	0	999	0
o7	77	71	0	999	0
o8	57	49	0	999	0
o9	85	95	0	999	0
o10	51	52	0	999	0
o11	55	54	0	999	0
o12	1	73	0	999	0
o13	73	16	0	999	0
e0	12	96	0	999	0
e1	91	41	0	999	0
e2	55	78	0	999	0
e3	98	6	0	999	0
e4	77	37	0	999	0
e5	50	44	0	999	0
e6	9	68	0	999	0
e7	31	96	0	999	0
e8	71	58	0	999	0
e9	48	54	0	999	0
e10	95	78	0	999	0
e11	14	77	0	999	0
e12	81	56	0	999	0
e13	96	79	0	999	0
t0	28	13	0	999	0
