nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	67	81	0	999	49
p1	46	34	0	999	67
p2	16	86	0	999	80
p3	43	65	0	999	27
p4	21	0	0	999	93
d0	45	24	0	999	-49
d1	59	57	0	999	-67
d2	35	92	0	999	-80
d3	28	16	0	999	-27
d4	2	45	0	999	-93
o0	53	76	0	999	0
o1	5	1	0	999	0
o2	93	85	0	999	0
o3	88	84	0	999	0
o4	91	87	0	999	0
o5	39	25	0	999	0
o6	39	4	0	999	0
o7	7	32	0	999	0
o8	38	18	0	999	0
o9	82	86	0	999	0
o10	94	16	0	999	0
o11	2	12	0	999	0
e0	5	34	0	999	0
e1	18	8	0	999	0
e2	96	1	0	999	0
e3	54	71	0	999	0
e4	99	26	0	999	0
e5	85	24	0	999	0
e6	50	86	0	999	0
e7	39	41	0	999	0
e8	19	50	0	999	0
e9	99	25	0	999	0
e10	37	48	0	999	0
e11	33	5	0	999	0
t0	22	9	0	999	0
