nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	67	38	0	999	32
p1	88	97	0	999	18
p2	36	82	0	999	31
p3	86	50	0	999	99
p4	0	54	0	999	9
d0	67	2	0	999	-32
d1	90	26	0	999	-18
d2	45	79	0	999	-31
d3	75	30	0	999	-99
d4	73	35	0	999	-9
o0	28	99	0	999	0
o1	4	59	0	999	0
o2	95	26	0	999	0
o3	65	24	0	999	0
o4	84	65	0	999	0
o5	90	32	0	999	0
o6	66	57	0	999	0
o7	78	77	0	999	0
o8	24	36	0	999	0
o9	20	78	0	999	0
o10	26	82	0	999	0
o11	85	2	0	999	0
e0	38	20	0	999	0
e1	51	69	0	999	0
e2	86	76	0	999	0
e3	81	32	0	999	0
e4	82	70	0	999	0
e5	11	3	0	999	0
e6	0	96	0	999	0
e7	80	84	0	999	0
e8	37	28	0	999	0
e9	89	46	0	999	0
e10	53	47	0	999	0
e11	12	1	0	999	0
t0	18	24	0	999	0
