nr	nv	nt	capacity
5	16	1	100

node	x	y	a	b	load
p0	34	22	0	999	38
p1	5	57	0	999	53
p2	58	76	0	999	61
p3	56	58	0	999	49
p4	15	56	0	999	50
d0	4	43	0	999	-38
d1	10	0	0	999	-53
d2	45	41	0	999	-61
d3	61	69	0	999	-49
d4	68	79	0	999	-50
o0	62	20	0	999	0
o1	67	70	0	999	0
o2	29	3	0	999	0
o3	63	10	0	999	0
o4	28	44	0	999	0
o5	23	85	0	999	0
o6	53	61	0	999	0
o7	8	58	0	999	0
o8	10	95	0	999	0
o9	25	88	0	999	0
o10	35	56	0	999	0
o11	25	43	0	999	0
o12	25	41	0	999	0
o13	53	74	0	999	0
o14	87	48	0	999	0
o15	40	0	0	999	0
e0	7	76	0	999	0
e1	71	5	0	999	0
e2	22	82	0	999	0
e3	34	79	0	999	0
e4	51	38	0	999	0
e5	22	80	0	999	0
e6	61	3	0	999	0
e7	24	85	0	999	0
e8	72	62	0	999	0
e9	82	96	0	999	0
e10	97	88	0	999	0
e11	0	21	0	999	0
e12	63	34	0	999	0
e13	77	23	0	999	0
e14	71	62	0	999	0
e15	17	95	0	999	0
t0	17	22	0	999	0
