nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	38	80	0	999	28
p1	72	26	0	999	8
p2	55	77	0	999	40
p3	85	92	0	999	56
p4	93	19	0	999	14
d0	93	54	0	999	-28
d1	30	45	0	999	-8
d2	7	56	0	999	-40
d3	9	16	0	999	-56
d4	26	75	0	999	-14
o0	7	79	0	999	0
o1	62	23	0	999	0
o2	85	73	0	999	0
o3	60	88	0	999	0
o4	90	77	0	999	0
o5	97	55	0	999	0
o6	95	60	0	999	0
o7	42	6	0	999	0
o8	89	25	0	999	0
o9	7	36	0	999	0
o10	2	43	0	999	0
o11	53	27	0	999	0
e0	94	15	0	999	0
e1	79	13	0	999	0
e2	63	47	0	999	0
e3	62	23	0	999	0
e4	91	84	0	999	0
e5	77	88	0	999	0
e6	48	76	0	999	0
e7	20	67	0	999	0
e8	62	63	0	999	0
e9	72	45	0	999	0
e10	13	13	0	999	0
e11	9	55	0	999	0
t0	27	27	0	999	0
