nr	nv	nt	capacity
5	14	1	100

node	x	y	a	b	load
p0	10	60	0	999	49
p1	52	77	0	999	21
p2	72	60	0	999	43
p3	64	26	0	999	19
p4	23	2	0	999	19
d0	73	71	0	999	-49
d1	12	81	0	999	-21
d2	95	25	0	999	-43
d3	82	99	0	999	-19
d4	47	33	0	999	-19
o0	33	29	0	999	0
o1	65	83	0	999	0
o2	96	9	0	999	0
o3	39	63	0	999	0
o4	10	78	0	999	0
o5	10	5	0	999	0
o6	99	10	0	999	0
o7	56	70	0	999	0
o8	22	50	0	999	0
o9	66	23	0	999	0
o10	33	61	0	999	0
o11	91	62	0	999	0
o12	40	81	0	999	0
o13	15	88	0	999	0
e0	6	66	0	999	0
e1	91	76	0	999	0
e2	43	79	0	999	0
e3	85	30	0	999	0
e4	66	56	0	999	0
e5	26	96	0	999	0
e6	14	54	0	999	0
e7	26	12	0	999	0
e8	48	40	0	999	0
e9	53	81	0	999	0
e10	80	7	0	999	0
e11	78	51	0	999	0
e12	91	84	0	999	0
e13	58	24	0	999	0
t0	29	49	0	999	0
