nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	81	34	0	999	64
p1	31	17	0	999	43
p2	20	51	0	999	97
p3	65	56	0	999	55
p4	93	9	0	999	24
d0	88	71	0	999	-64
d1	96	61	0	999	-43
d2	87	45	0	999	-97
d3	95	73	0	999	-55
d4	48	68	0	999	-24
o0	41	58	0	999	0
o1	57	70	0	999	0
o2	98	31	0	999	0
o3	53	14	0	999	0
o4	83	86	0	999	0
o5	82	22	0	999	0
o6	7	67	0	999	0
o7	64	45	0	999	0
o8	27	97	0	999	0
o9	51	96	0	999	0
o10	13	9	0	999	0
o11	18	68	0	999	0
o12	85	34	0	999	0
o13	82	68	0	999	0
o14	71	77	0	999	0
o15	50	78	0	999	0
o16	55	33	0	999	0
o17	43	92	0	999	0
e0	32	1	0	999	0
e1	35	90	0	999	0
e2	46	19	0	999	0
e3	42	84	0	999	0
e4	86	58	0	999	0
e5	63	89	0	999	0
e6	26	1	0	999	0
e7	53	51	0	999	0
e8	40	59	0	999	0
e9	76	6	0	999	0
e10	47	67	0	999	0
e11	18	77	0	999	0
e12	6	79	0	999	0
e13	20	40	0	999	0
e14	38	71	0	999	0
e15	30	40	0	999	0
e16	23	77	0	999	0
e17	19	93	0	999	0
t0	75	12	0	999	0
