nr	nv	nt	capacity
5	16	1	100

node	x	y	a	b	load
p0	85	7	0	999	82
p1	39	32	0	999	77
p2	56	66	0	999	59
p3	75	21	0	999	5
p4	7	92	0	999	51
d0	98	13	0	999	-82
d1	45	89	0	999	-77
d2	60	14	0	999	-59
d3	92	29	0	999	-5
d4	76	95	0	999	-51
o0	8	42	0	999	0
o1	16	1	0	999	0
o2	19	39	0	999	0
o3	72	99	0	999	0
o4	86	88	0	999	0
o5	51	98	0	999	0
o6	10	24	0	999	0
o7	5	81	0	999	0
o8	47	70	0	999	0
o9	24	99	0	999	0
o10	92	72	0	999	0
o11	39	98	0	999	0
o12	12	48	0	999	0
o13	76	2	0	999	0
o14	22	13	0	999	0
o15	61	20	0	999	0
e0	65	32	0	999	0
e1	84	46	0	999	0
e2	66	51	0	999	0
e3	64	80	0	999	0
e4	37	1	0	999	0
e5	27	80	0	999	0
e6	10	67	0	999	0
e7	49	23	0	999	0
e8	49	92	0	999	0
e9	4	70	0	999	0
e10	29	78	0	999	0
e11	32	48	0	999	0
e12	68	62	0	999	0
e13	63	25	0	999	0
e14	44	89	0	999	0
e15	97	2	0	999	0
t0	8	59	0	999	0
