nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	89	53	0	999	11
p1	13	14	0	999	35
p2	27	44	0	999	21
p3	94	33	0	999	11
p4	37	0	0	999	18
d0	46	80	0	999	-11
d1	67	6	0	999	-35
d2	30	58	0	999	-21
d3	52	99	0	999	-11
d4	35	21	0	999	-18
o0	38	95	0	999	0
o1	95	74	0	999	0
o2	85	86	0	999	0
o3	2	84	0	999	0
o4	58	38	0	999	0
o5	24	42	0	999	0
o6	47	30	0	999	0
o7	61	25	0	999	0
o8	59	34	0	999	0
o9	53	66	0	999	0
o10	85	34	0	999	0
o11	49	68	0	999	0
o12	52	82	0	999	0
o13	48	17	0	999	0
o14	29	53	0	999	0
o15	5	83	0	999	0
o16	5	46	0	999	0
o17	43	29	0	999	0
e0	76	23	0	999	0
e1	78	34	0	999	0
e2	77	92	0	999	0
e3	79	77	0	999	0
e4	97	15	0	999	0
e5	47	4	0	999	0
e6	83	7	0	999	0
e7	1	57	0	999	0
e8	20	75	0	999	0
e9	11	6	0	999	0
e10	64	53	0	999	0
e11	45	71	0	999	0
e12	79	94	0	999	0
e13	40	8	0	999	0
e14	78	77	0	999	0
e15	10	30	0	999	0
e16	92	32	0	999	0
e17	15	87	0	999	0
t0	37	64	0	999	0
