nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	58	41	0	999	42
p1	40	36	0	999	6
p2	69	80	0	999	82
p3	65	67	0	999	47
p4	97	80	0	999	70
d0	36	40	0	999	-42
d1	32	81	0	999	-6
d2	98	14	0	999	-82
d3	48	15	0	999	-47
d4	30	19	0	999	-70
o0	97	8	0	999	0
o1	54	37	0	999	0
o2	9	6	0	999	0
o3	98	4	0	999	0
o4	38	38	0	999	0
o5	52	17	0	999	0
o6	70	44	0	999	0
o7	1	66	0	999	0
o8	11	43	0	999	0
o9	27	84	0	999	0
o10	66	77	0	999	0
o11	15	40	0	999	0
e0	25	56	0	999	0
e1	84	11	0	999	0
e2	87	61	0	999	0
e3	74	59	0	999	0
e4	94	90	0	999	0
e5	67	50	0	999	0
e6	82	67	0	999	0
e7	70	72	0	999	0
e8	97	18	0	999	0
e9	4	13	0	999	0
e10	20	29	0	999	0
e11	30	47	0	999	0
t0	52	79	0	999	0
