nr	nv	nt	capacity
5	10	1	100

node	x	y	a	b	load
p0	38	57	0	999	34
p1	11	90	0	999	65
p2	85	98	0	999	82
p3	48	6	0	999	7
p4	87	7	0	999	50
d0	44	63	0	999	-34
d1	2	96	0	999	-65
d2	90	75	0	999	-82
d3	22	76	0	999	-7
d4	1	62	0	999	-50
o0	40	20	0	999	0
o1	43	35	0	999	0
o2	0	15	0	999	0
o3	60	90	0	999	0
o4	36	36	0	999	0
o5	93	17	0	999	0
o6	70	97	0	999	0
o7	43	88	0	999	0
o8	61	20	0	999	0
o9	92	25	0	999	0
e0	0	74	0	999	0
e1	1	61	0	999	0
e2	63	9	0	999	0
e3	38	37	0	999	0
e4	12	91	0	999	0
e5	2	8	0	999	0
e6	50	16	0	999	0
e7	67	62	0	999	0
e8	91	47	0	999	0
e9	97	41	0	999	0
t0	79	39	0	999	0
