nr	nv	nt	capacity
5	10	1	100

node	x	y	a	b	load
p0	69	26	0	999	97
p1	53	98	0	999	8
p2	31	91	0	999	97
p3	33	40	0	999	84
p4	10	38	0	999	6
d0	52	26	0	999	-97
d1	13	57	0	999	-8
d2	25	97	0	999	-97
d3	55	9	0	999	-84
d4	34	5	0	999	-6
o0	53	3	0	999	0
o1	57	16	0	999	0
o2	75	8	0	999	0
o3	64	2	0	999	0
o4	72	67	0	999	0
o5	77	47	0	999	0
o6	82	68	0	999	0
o7	42	35	0	999	0
o8	3	90	0	999	0
o9	24	0	0	999	0
e0	82	46	0	999	0
e1	98	57	0	999	0
e2	49	98	0	999	0
e3	24	18	0	999	0
e4	98	72	0	999	0
e5	95	7	0	999	0
e6	3	93	0	999	0
e7	51	17	0	999	0
e8	82	84	0	999	0
e9	81	61	0	999	0
t0	72	19	0	999	0
