nr	nv	nt	capacity
5	12	1	100

node	x	y	a	b	load
p0	90	95	0	999	44
p1	51	22	0	999	16
p2	24	56	0	999	83
p3	39	92	0	999	9
p4	85	88	0	999	53
d0	79	32	0	999	-44
d1	36	97	0	999	-16
d2	75	63	0	999	-83
d3	7	92	0	999	-9
d4	63	86	0	999	-53
o0	96	84	0	999	0
o1	91	53	0	999	0
o2	69	28	0	999	0
o3	43	22	0	999	0
o4	89	98	0	999	0
o5	22	62	0	999	0
o6	31	33	0	999	0
o7	55	83	0	999	0
o8	24	84	0	999	0
o9	23	30	0	999	0
o10	38	17	0	999	0
o11	84	34	0	999	0
e0	6	55	0	999	0
e1	72	32	0	999	0
e2	17	20	0	999	0
e3	55	7	0	999	0
e4	41	78	0	999	0
e5	25	98	0	999	0
e6	70	81	0	999	0
e7	74	1	0	999	0
e8	66	34	0	999	0
e9	46	11	0	999	0
e10	66	67	0	999	0
e11	87	59	0	999	0
t0	9	8	0	999	0
