nr	nv	nt	capacity
5	10	1	100

node	x	y	a	b	load
p0	50	67	0	999	25
p1	94	47	0	999	80
p2	86	79	0	999	61
p3	42	52	0	999	53
p4	87	35	0	999	60
d0	54	53	0	999	-25
d1	55	65	0	999	-80
d2	52	10	0	999	-61
d3	94	23	0	999	-53
d4	28	4	0	999	-60
o0	87	99	0	999	0
o1	15	0	0	999	0
o2	7	43	0	999	0
o3	94	76	0	999	0
o4	41	87	0	999	0
o5	17	78	0	999	0
o6	8	80	0	999	0
o7	23	60	0	999	0
o8	40	31	0	999	0
o9	64	98	0	999	0
e0	43	29	0	999	0
e1	41	63	0	999	0
e2	7	38	0	999	0
e3	48	7	0	999	0
e4	1	32	0	999	0
e5	97	30	0	999	0
e6	24	8	0	999	0
e7	47	20	0	999	0
e8	41	66	0	999	0
e9	89	88	0	999	0
t0	73	20	0	999	0
