nr	nv	nt	capacity
5	8	1	100

node	x	y	a	b	load
p0	18	70	0	999	18
p1	3	4	0	999	58
p2	54	81	0	999	95
p3	46	33	0	999	84
p4	82	46	0	999	5
d0	38	78	0	999	-18
d1	29	73	0	999	-58
d2	47	25	0	999	-95
d3	38	87	0	999	-84
d4	71	71	0	999	-5
o0	33	17	0	999	0
o1	1	76	0	999	0
o2	92	23	0	999	0
o3	94	32	0	999	0
o4	44	25	0	999	0
o5	40	28	0	999	0
o6	96	51	0	999	0
o7	34	33	0	999	0
e0	91	50	0	999	0
e1	42	95	0	999	0
e2	6	26	0	999	0
e3	34	91	0	999	0
e4	59	54	0	999	0
e5	72	44	0	999	0
e6	63	49	0	999	0
e7	89	27	0	999	0
t0	38	34	0	999	0
