nr	nv	nt	capacity
5	18	1	100

node	x	y	a	b	load
p0	26	10	0	999	8
p1	45	24	0	999	24
p2	82	75	0	999	41
p3	24	32	0	999	42
p4	55	49	0	999	5
d0	69	13	0	999	-8
d1	21	25	0	999	-24
d2	87	20	0	999	-41
d3	61	26	0	999	-42
d4	93	27	0	999	-5
o0	85	57	0	999	0
o1	57	86	0	999	0
o2	31	23	0	999	0
o3	38	3	0	999	0
o4	93	84	0	999	0
o5	46	26	0	999	0
o6	48	35	0	999	0
o7	33	32	0	999	0
o8	7	7	0	999	0
o9	71	21	0	999	0
o10	15	38	0	999	0
o11	87	1	0	999	0
o12	40	37	0	999	0
o13	83	28	0	999	0
o14	10	11	0	999	0
o15	52	53	0	999	0
o16	38	74	0	999	0
o17	10	75	0	999	0
e0	31	59	0	999	0
e1	12	95	0	999	0
e2	98	94	0	999	0
e3	66	83	0	999	0
e4	24	15	0	999	0
e5	70	0	0	999	0
e6	83	63	0	999	0
e7	24	74	0	999	0
e8	66	28	0	999	0
e9	13	89	0	999	0
e10	17	80	0	999	0
e11	37	25	0	999	0
e12	89	85	0	999	0
e13	57	32	0	999	0
e14	11	68	0	999	0
e15	29	14	0	999	0
e16	86	95	0	999	0
e17	56	54	0	999	0
t0	50	82	0	999	0
