nr	nv	nt	capacity
5	16	1	100

node	x	y	a	b	load
p0	28	71	0	999	87
p1	40	32	0	999	41
p2	84	91	0	999	45
p3	71	79	0	999	17
p4	93	57	0	999	74
d0	47	4	0	999	-87
d1	65	56	0	999	-41
d2	24	3	0	999	-45
d3	30	42	0	999	-17
d4	3	74	0	999	-74
o0	10	58	0	999	0
o1	84	2	0	999	0
o2	31	40	0	999	0
o3	42	81	0	999	0
o4	15	15	0	999	0
o5	5	40	0	999	0
o6	12	75	0	999	0
o7	68	35	0	999	0
o8	66	17	0	999	0
o9	26	96	0	999	0
o10	13	20	0	999	0
o11	17	19	0	999	0
o12	50	97	0	999	0
o13	39	10	0	999	0
o14	29	56	0	999	0
o15	82	69	0	999	0
e0	92	80	0	999	0
e1	91	45	0	999	0
e2	83	47	0	999	0
e3	62	40	0	999	0
e4	74	78	0	999	0
e5	28	56	0	999	0
e6	75	83	0	999	0
e7	29	12	0	999	0
e8	86	62	0	999	0
e9	25	50	0	999	0
e10	39	51	0	999	0
e11	26	46	0	999	0
e12	41	29	0	999	0
e13	1	84	0	999	0
e14	55	82	0	999	0
e15	25	47	0	999	0
t0	30	24	0	999	0
