nr	nv	nt	capacity
5	16	1	100

node	x	y	a	b	load
p0	9	65	0	999	33
p1	62	74	0	999	66
p2	73	20	0	999	49
p3	74	32	0	999	32
p4	94	74	0	999	14
d0	13	47	0	999	-33
d1	98	76	0	999	-66
d2	79	96	0	999	-49
d3	33	70	0	999	-32
d4	38	23	0	999	-14
o0	31	95	0	999	0
o1	82	78	0	999	0
o2	46	16	0	999	0
o3	73	54	0	999	0
o4	13	50	0	999	0
o5	64	28	0	999	0
o6	21	42	0	999	0
o7	52	60	0	999	0
o8	74	35	0	999	0
o9	91	76	0	999	0
o10	11	41	0	999	0
o11	34	40	0	999	0
o12	53	31	0	999	0
o13	1	41	0	999	0
o14	58	15	0	999	0
o15	91	63	0	999	0
e0	58	39	0	999	0
e1	78	42	0	999	0
e2	57	54	0	999	0
e3	67	45	0	999	0
e4	76	33	0	999	0
e5	10	88	0	999	0
e6	51	40	0	999	0
e7	30	16	0	999	0
e8	31	97	0	999	0
e9	1	5	0	999	0
e10	84	89	0	999	0
e11	24	68	0	999	0
e12	49	78	0	999	0
e13	40	84	0	999	0
e14	28	79	0	999	0
e15	6	28	0	999	0
t0	1	20	0	999	0
