nr	nv	nt	capacity
25	2	2	100

node	x	y	a	b	load
p0	86	50	0	999	25
p1	89	93	0	999	20
p2	57	57	0	999	4
p3	97	51	0	999	76
p4	33	6	0	999	53
p5	27	41	0	999	58
p6	90	79	0	999	7
p7	87	24	0	999	82
p8	64	18	0	999	99
p9	49	11	0	999	42
p10	60	8	0	999	23
p11	34	42	0	999	9
p12	19	95	0	999	35
p13	3	95	0	999	64
p14	31	80	0	999	57
p15	79	62	0	999	66
p16	29	59	0	999	79
p17	29	52	0	999	6
p18	6	45	0	999	84
p19	53	89	0	999	29
p20	52	72	0	999	32
p21	20	18	0	999	59
p22	36	23	0	999	74
p23	58	14	0	999	36
p24	58	65	0	999	41
d0	21	77	0	999	-25
d1	79	16	0	999	-20
d2	87	90	0	999	-4
d3	22	92	0	999	-76
d4	48	42	0	999	-53
d5	3	9	0	999	-58
d6	67	80	0	999	-7
d7	15	18	0	999	-82
d8	81	10	0	999	-99
d9	98	41	0	999	-42
d10	67	71	0	999	-23
d11	66	28	0	999	-9
d12	98	39	0	999	-35
d13	11	2	0	999	-64
d14	15	66	0	999	-57
d15	39	68	0	999	-66
d16	47	18	0	999	-79
d17	13	96	0	999	-6
d18	44	7	0	999	-84
d19	82	85	0	999	-29
d20	99	87	0	999	-32
d21	4	37	0	999	-59
d22	63	29	0	999	-74
d23	54	1	0	999	-36
d24	16	39	0	999	-41
o0	58	67	0	999	0
o1	7	79	0	999	0
e0	74	22	0	999	0
e1	62	96	0	999	0
t0	41	52	0	999	0
t1	6	95	0	999	0
