nr	nv	nt	capacity
25	2	2	100

node	x	y	a	b	load
p0	6	10	0	999	45
p1	91	24	0	999	27
p2	90	56	0	999	44
p3	38	77	0	999	33
p4	40	71	0	999	45
p5	79	61	0	999	95
p6	30	3	0	999	40
p7	4	29	0	999	73
p8	19	81	0	999	84
p9	69	32	0	999	35
p10	34	78	0	999	87
p11	6	20	0	999	7
p12	71	61	0	999	1
p13	98	12	0	999	19
p14	35	25	0	999	51
p15	19	15	0	999	30
p16	19	90	0	999	92
p17	49	19	0	999	83
p18	31	79	0	999	70
p19	97	20	0	999	46
p20	9	40	0	999	82
p21	12	72	0	999	87
p22	14	62	0	999	72
p23	84	60	0	999	1
p24	36	43	0	999	48
d0	22	91	0	999	-45
d1	74	73	0	999	-27
d2	63	70	0	999	-44
d3	8	73	0	999	-33
d4	53	32	0	999	-45
d5	16	13	0	999	-95
d6	91	5	0	999	-40
d7	51	52	0	999	-73
d8	11	99	0	999	-84
d9	44	7	0	999	-35
d10	17	27	0	999	-87
d11	97	99	0	999	-7
d12	94	14	0	999	-1
d13	80	88	0	999	-19
d14	94	50	0	999	-51
d15	92	28	0	999	-30
d16	3	2	0	999	-92
d17	34	31	0	999	-83
d18	75	64	0	999	-70
d19	21	80	0	999	-46
d20	7	19	0	999	-82
d21	63	21	0	999	-87
d22	2	75	0	999	-72
d23	60	29	0	999	-1
d24	62	46	0	999	-48
o0	4	48	0	999	0
o1	50	88	0	999	0
e0	76	63	0	999	0
e1	16	17	0	999	0
t0	48	31	0	999	0
t1	74	84	0	999	0
