nr	nv	nt	capacity
25	2	2	100

node	x	y	a	b	load
p0	68	15	0	999	14
p1	72	60	0	999	49
p2	39	64	0	999	84
p3	19	53	0	999	32
p4	79	3	0	999	73
p5	32	36	0	999	73
p6	0	35	0	999	4
p7	23	89	0	999	80
p8	42	38	0	999	28
p9	26	37	0	999	26
p10	49	81	0	999	55
p11	57	19	0	999	34
p12	42	78	0	999	3
p13	95	9	0	999	27
p14	23	58	0	999	78
p15	1	9	0	999	55
p16	94	61	0	999	63
p17	63	51	0	999	35
p18	34	81	0	999	44
p19	83	16	0	999	50
p20	38	14	0	999	26
p21	11	82	0	999	96
p22	64	39	0	999	61
p23	77	17	0	999	98
p24	61	44	0	999	11
d0	55	27	0	999	-14
d1	57	69	0	999	-49
d2	14	15	0	999	-84
d3	64	2	0	999	-32
d4	79	10	0	999	-73
d5	19	43	0	999	-73
d6	79	60	0	999	-4
d7	54	42	0	999	-80
d8	96	84	0	999	-28
d9	18	34	0	999	-26
d10	55	99	0	999	-55
d11	76	8	0	999	-34
d12	1	51	0	999	-3
d13	25	92	0	999	-27
d14	24	93	0	999	-78
d15	22	82	0	999	-55
d16	14	39	0	999	-63
d17	70	73	0	999	-35
d18	5	22	0	999	-44
d19	20	69	0	999	-50
d20	6	71	0	999	-26
d21	15	78	0	999	-96
d22	54	16	0	999	-61
d23	28	83	0	999	-98
d24	98	9	0	999	-11
o0	28	33	0	999	0
o1	2	1	0	999	0
e0	25	1	0	999	0
e1	50	29	0	999	0
t0	41	39	0	999	0
t1	6	21	0	999	0
