nr	nv	nt	capacity
25	2	2	100

node	x	y	a	b	load
p0	41	26	0	999	35
p1	88	16	0	999	55
p2	72	78	0	999	27
p3	47	66	0	999	97
p4	20	48	0	999	18
p5	71	37	0	999	5
p6	77	86	0	999	11
p7	48	36	0	999	17
p8	9	45	0	999	90
p9	82	16	0	999	12
p10	79	49	0	999	34
p11	10	3	0	999	95
p12	58	33	0	999	61
p13	66	36	0	999	48
p14	71	67	0	999	35
p15	97	30	0	999	31
p16	79	26	0	999	20
p17	95	93	0	999	50
p18	74	53	0	999	41
p19	76	16	0	999	93
p20	75	99	0	999	94
p21	22	9	0	999	92
p22	78	71	0	999	84
p23	29	88	0	999	15
p24	1	40	0	999	50
d0	84	50	0	999	-35
d1	81	73	0	999	-55
d2	41	36	0	999	-27
d3	47	38	0	999	-97
d4	49	34	0	999	-18
d5	8	61	0	999	-5
d6	57	44	0	999	-11
d7	2	70	0	999	-17
d8	4	8	0	999	-90
d9	62	15	0	999	-12
d10	49	33	0	999	-34
d11	11	48	0	999	-95
d12	24	64	0	999	-61
d13	11	35	0	999	-48
d14	28	35	0	999	-35
d15	36	91	0	999	-31
d16	6	3	0	999	-20
d17	35	56	0	999	-50
d18	34	76	0	999	-41
d19	16	12	0	999	-93
d20	26	83	0	999	-94
d21	41	86	0	999	-92
d22	82	8	0	999	-84
d23	62	61	0	999	-15
d24	53	8	0	999	-50
o0	83	26	0	999	0
o1	15	55	0	999	0
e0	55	57	0	999	0
e1	16	10	0	999	0
t0	28	38	0	999	0
t1	51	55	0	999	0
