nr	nv	nt	capacity
20	2	2	100

node	x	y	a	b	load
p0	71	46	0	999	77
p1	13	48	0	999	56
p2	24	33	0	999	67
p3	45	22	0	999	98
p4	86	48	0	999	84
p5	39	82	0	999	51
p6	31	61	0	999	87
p7	14	70	0	999	5
p8	0	88	0	999	96
p9	70	94	0	999	11
p10	31	19	0	999	8
p11	27	57	0	999	70
p12	53	99	0	999	22
p13	41	64	0	999	40
p14	36	19	0	999	92
p15	25	23	0	999	2
p16	70	13	0	999	30
p17	67	18	0	999	58
p18	58	63	0	999	90
p19	75	69	0	999	90
d0	45	91	0	999	-77
d1	52	81	0	999	-56
d2	47	70	0	999	-67
d3	54	76	0	999	-98
d4	37	87	0	999	-84
d5	41	61	0	999	-51
d6	41	44	0	999	-87
d7	27	38	0	999	-5
d8	57	74	0	999	-96
d9	87	53	0	999	-11
d10	27	79	0	999	-8
d11	5	42	0	999	-70
d12	85	97	0	999	-22
d13	64	66	0	999	-40
d14	75	10	0	999	-92
d15	96	26	0	999	-2
d16	34	16	0	999	-30
d17	31	68	0	999	-58
d18	75	44	0	999	-90
d19	95	38	0	999	-90
o0	50	17	0	999	0
o1	18	72	0	999	0
e0	58	70	0	999	0
e1	16	7	0	999	0
t0	23	49	0	999	0
t1	24	69	0	999	0
