nr	nv	nt	capacity
20	2	2	100

node	x	y	a	b	load
p0	83	65	0	999	19
p1	41	83	0	999	75
p2	27	86	0	999	2
p3	12	47	0	999	79
p4	28	54	0	999	61
p5	5	60	0	999	67
p6	26	83	0	999	50
p7	13	91	0	999	76
p8	30	33	0	999	37
p9	25	2	0	999	97
p10	75	73	0	999	68
p11	68	96	0	999	79
p12	41	88	0	999	62
p13	77	56	0	999	61
p14	95	46	0	999	43
p15	83	41	0	999	7
p16	97	86	0	999	24
p17	5	36	0	999	56
p18	11	29	0	999	79
p19	8	42	0	999	77
d0	63	31	0	999	-19
d1	23	68	0	999	-75
d2	91	52	0	999	-2
d3	21	74	0	999	-79
d4	83	63	0	999	-61
d5	63	63	0	999	-67
d6	87	61	0	999	-50
d7	67	21	0	999	-76
d8	84	86	0	999	-37
d9	58	96	0	999	-97
d10	52	82	0	999	-68
d11	65	1	0	999	-79
d12	95	6	0	999	-62
d13	39	59	0	999	-61
d14	74	63	0	999	-43
d15	4	41	0	999	-7
d16	39	37	0	999	-24
d17	67	21	0	999	-56
d18	42	40	0	999	-79
d19	37	16	0	999	-77
o0	82	35	0	999	0
o1	23	28	0	999	0
e0	72	54	0	999	0
e1	68	36	0	999	0
t0	49	58	0	999	0
t1	43	36	0	999	0
