nr	nv	nt	capacity
20	2	2	100

node	x	y	a	b	load
p0	48	4	0	999	97
p1	16	75	0	999	64
p2	4	77	0	999	57
p3	18	61	0	999	2
p4	89	35	0	999	91
p5	59	65	0	999	56
p6	58	28	0	999	93
p7	97	71	0	999	97
p8	26	7	0	999	33
p9	91	95	0	999	30
p10	52	6	0	999	31
p11	34	18	0	999	26
p12	87	66	0	999	38
p13	5	73	0	999	67
p14	83	35	0	999	41
p15	91	52	0	999	52
p16	55	63	0	999	15
p17	78	12	0	999	6
p18	4	37	0	999	69
p19	6	24	0	999	73
d0	4	25	0	999	-97
d1	67	88	0	999	-64
d2	16	29	0	999	-57
d3	51	46	0	999	-2
d4	88	68	0	999	-91
d5	14	48	0	999	-56
d6	1	11	0	999	-93
d7	85	29	0	999	-97
d8	9	74	0	999	-33
d9	0	59	0	999	-30
d10	72	49	0	999	-31
d11	74	26	0	999	-26
d12	34	46	0	999	-38
d13	5	72	0	999	-67
d14	47	55	0	999	-41
d15	41	16	0	999	-52
d16	88	65	0	999	-15
d17	13	4	0	999	-6
d18	7	67	0	999	-69
d19	99	0	0	999	-73
o0	29	62	0	999	0
o1	58	94	0	999	0
e0	3	61	0	999	0
e1	63	32	0	999	0
t0	97	53	0	999	0
t1	96	37	0	999	0
