nr	nv	nt	capacity
20	2	2	100

node	x	y	a	b	load
p0	72	54	0	999	13
p1	6	4	0	999	12
p2	50	91	0	999	83
p3	96	55	0	999	93
p4	41	15	0	999	58
p5	21	54	0	999	26
p6	49	70	0	999	98
p7	61	44	0	999	10
p8	38	27	0	999	52
p9	28	18	0	999	23
p10	35	93	0	999	83
p11	63	49	0	999	84
p12	79	8	0	999	93
p13	21	44	0	999	12
p14	52	17	0	999	58
p15	99	58	0	999	28
p16	56	22	0	999	17
p17	81	28	0	999	43
p18	86	89	0	999	27
p19	96	72	0	999	91
d0	70	94	0	999	-13
d1	91	35	0	999	-12
d2	76	22	0	999	-83
d3	39	12	0	999	-93
d4	22	27	0	999	-58
d5	70	28	0	999	-26
d6	47	23	0	999	-98
d7	34	55	0	999	-10
d8	19	42	0	999	-52
d9	38	71	0	999	-23
d10	88	76	0	999	-83
d11	23	86	0	999	-84
d12	1	88	0	999	-93
d13	31	67	0	999	-12
d14	9	74	0	999	-58
d15	40	87	0	999	-28
d16	17	78	0	999	-17
d17	98	53	0	999	-43
d18	88	51	0	999	-27
d19	83	22	0	999	-91
o0	2	24	0	999	0
o1	72	61	0	999	0
e0	97	42	0	999	0
e1	3	15	0	999	0
t0	55	87	0	999	0
t1	29	45	0	999	0
