nr	nv	nt	capacity
20	2	2	100

node	x	y	a	b	load
p0	55	14	0	999	98
p1	59	96	0	999	71
p2	99	19	0	999	8
p3	52	29	0	999	1
p4	19	81	0	999	20
p5	44	39	0	999	5
p6	41	17	0	999	7
p7	60	99	0	999	23
p8	92	5	0	999	24
p9	47	98	0	999	43
p10	16	14	0	999	62
p11	47	3	0	999	62
p12	78	71	0	999	11
p13	87	60	0	999	70
p14	27	69	0	999	81
p15	50	38	0	999	79
p16	71	5	0	999	29
p17	93	43	0	999	10
p18	3	37	0	999	58
p19	52	18	0	999	63
d0	78	86	0	999	-98
d1	69	94	0	999	-71
d2	46	70	0	999	-8
d3	4	15	0	999	-1
d4	98	45	0	999	-20
d5	33	95	0	999	-5
d6	44	90	0	999	-7
d7	79	58	0	999	-23
d8	75	35	0	999	-24
d9	88	85	0	999	-43
d10	72	15	0	999	-62
d11	36	52	0	999	-62
d12	61	3	0	999	-11
d13	20	40	0	999	-70
d14	69	46	0	999	-81
d15	18	82	0	999	-79
d16	54	83	0	999	-29
d17	9	79	0	999	-10
d18	68	37	0	999	-58
d19	7	84	0	999	-63
o0	58	0	0	999	0
o1	36	2	0	999	0
e0	36	4	0	999	0
e1	23	13	0	999	0
t0	53	21	0	999	0
t1	5	24	0	999	0
