nr	nv	nt	capacity
20	2	1	100

node	x	y	a	b	load
p0	62	11	0	999	72
p1	69	41	0	999	43
p2	23	2	0	999	24
p3	53	48	0	999	76
p4	90	88	0	999	50
p5	33	91	0	999	93
p6	56	50	0	999	43
p7	77	32	0	999	21
p8	7	71	0	999	24
p9	46	5	0	999	10
p10	55	11	0	999	88
p11	78	15	0	999	12
p12	10	5	0	999	64
p13	88	37	0	999	13
p14	11	52	0	999	67
p15	80	12	0	999	30
p16	53	67	0	999	16
p17	0	48	0	999	99
p18	70	70	0	999	33
p19	51	41	0	999	77
d0	10	46	0	999	-72
d1	59	70	0	999	-43
d2	69	72	0	999	-24
d3	22	58	0	999	-76
d4	51	33	0	999	-50
d5	89	47	0	999	-93
d6	34	49	0	999	-43
d7	74	72	0	999	-21
d8	39	90	0	999	-24
d9	88	69	0	999	-10
d10	75	58	0	999	-88
d11	90	59	0	999	-12
d12	35	27	0	999	-64
d13	71	2	0	999	-13
d14	12	80	0	999	-67
d15	67	81	0	999	-30
d16	60	49	0	999	-16
d17	82	96	0	999	-99
d18	13	18	0	999	-33
d19	74	10	0	999	-77
o0	65	27	0	999	0
o1	56	33	0	999	0
e0	92	72	0	999	0
e1	62	5	0	999	0
t0	52	60	0	999	0
