nr	nv	nt	capacity
20	2	1	100

node	x	y	a	b	load
p0	75	57	0	999	97
p1	95	48	0	999	20
p2	78	49	0	999	69
p3	47	57	0	999	73
p4	30	42	0	999	93
p5	57	30	0	999	24
p6	64	46	0	999	42
p7	65	64	0	999	75
p8	59	0	0	999	67
p9	53	59	0	999	25
p10	84	65	0	999	16
p11	9	41	0	999	18
p12	17	25	0	999	85
p13	57	35	0	999	23
p14	79	98	0	999	5
p15	19	71	0	999	82
p16	74	4	0	999	55
p17	96	67	0	999	42
p18	36	12	0	999	33
p19	62	26	0	999	41
d0	98	98	0	999	-97
d1	53	76	0	999	-20
d2	38	46	0	999	-69
d3	57	17	0	999	-73
d4	17	5	0	999	-93
d5	4	21	0	999	-24
d6	76	96	0	999	-42
d7	12	17	0	999	-75
d8	84	82	0	999	-67
d9	85	43	0	999	-25
d10	27	41	0	999	-16
d11	81	43	0	999	-18
d12	39	37	0	999	-85
d13	89	96	0	999	-23
d14	11	96	0	999	-5
d15	72	74	0	999	-82
d16	10	56	0	999	-55
d17	93	97	0	999	-42
d18	68	50	0	999	-33
d19	88	99	0	999	-41
o0	10	85	0	999	0
o1	5	19	0	999	0
e0	1	65	0	999	0
e1	31	32	0	999	0
t0	15	46	0	999	0
