nr	nv	nt	capacity
20	2	1	100

node	x	y	a	b	load
p0	61	24	0	999	99
p1	81	53	0	999	80
p2	42	89	0	999	43
p3	7	22	0	999	94
p4	65	56	0	999	22
p5	1	79	0	999	60
p6	54	47	0	999	76
p7	98	61	0	999	70
p8	28	95	0	999	24
p9	60	60	0	999	61
p10	69	42	0	999	59
p11	74	35	0	999	42
p12	33	59	0	999	88
p13	30	15	0	999	85
p14	28	90	0	999	81
p15	22	6	0	999	35
p16	85	38	0	999	94
p17	16	36	0	999	3
p18	82	93	0	999	88
p19	29	1	0	999	37
d0	99	13	0	999	-99
d1	28	37	0	999	-80
d2	85	50	0	999	-43
d3	38	29	0	999	-94
d4	41	80	0	999	-22
d5	53	41	0	999	-60
d6	1	17	0	999	-76
d7	22	84	0	999	-70
d8	84	52	0	999	-24
d9	7	9	0	999	-61
d10	4	55	0	999	-59
d11	37	37	0	999	-42
d12	80	8	0	999	-88
d13	37	37	0	999	-85
d14	34	30	0	999	-81
d15	20	61	0	999	-35
d16	15	60	0	999	-94
d17	2	72	0	999	-3
d18	60	68	0	999	-88
d19	26	16	0	999	-37
o0	78	50	0	999	0
o1	97	84	0	999	0
e0	70	37	0	999	0
e1	75	21	0	999	0
t0	95	11	0	999	0
