nr	nv	nt	capacity
20	2	1	100

node	x	y	a	b	load
p0	88	20	0	999	13
p1	20	85	0	999	58
p2	48	27	0	999	92
p3	83	66	0	999	6
p4	28	65	0	999	41
p5	23	0	0	999	65
p6	59	62	0	999	70
p7	77	42	0	999	89
p8	17	26	0	999	69
p9	90	75	0	999	43
p10	54	27	0	999	37
p11	0	6	0	999	51
p12	89	6	0	999	16
p13	54	47	0	999	54
p14	6	33	0	999	34
p15	37	21	0	999	59
p16	95	60	0	999	41
p17	14	56	0	999	7
p18	77	1	0	999	10
p19	56	29	0	999	48
d0	8	6	0	999	-13
d1	9	81	0	999	-58
d2	82	82	0	999	-92
d3	65	48	0	999	-6
d4	61	23	0	999	-41
d5	60	89	0	999	-65
d6	92	77	0	999	-70
d7	90	66	0	999	-89
d8	12	47	0	999	-69
d9	68	64	0	999	-43
d10	74	15	0	999	-37
d11	99	83	0	999	-51
d12	52	47	0	999	-16
d13	56	53	0	999	-54
d14	19	72	0	999	-34
d15	71	19	0	999	-59
d16	44	82	0	999	-41
d17	36	72	0	999	-7
d18	79	86	0	999	-10
d19	28	26	0	999	-48
o0	21	7	0	999	0
o1	5	45	0	999	0
e0	28	76	0	999	0
e1	8	85	0	999	0
t0	1	65	0	999	0
