nr	nv	nt	capacity
10	2	1	100

node	x	y	a	b	load
p0	52	70	0	999	83
p1	41	32	0	999	74
p2	8	39	0	999	58
p3	1	11	0	999	89
p4	40	71	0	999	67
p5	91	20	0	999	25
p6	41	82	0	999	45
p7	96	95	0	999	34
p8	11	19	0	999	21
p9	11	89	0	999	47
d0	39	72	0	999	-83
d1	15	83	0	999	-74
d2	58	14	0	999	-58
d3	5	98	0	999	-89
d4	57	26	0	999	-67
d5	24	39	0	999	-25
d6	66	35	0	999	-45
d7	43	83	0	999	-34
d8	63	28	0	999	-21
d9	36	31	0	999	-47
o0	90	41	0	999	0
o1	48	59	0	999	0
e0	90	18	0	999	0
e1	25	12	0	999	0
t0	47	81	0	999	0
