nr	nv	nt	capacity
15	3	3	100

node	x	y	a	b	load
p0	16	25	0	999	67
p1	64	51	0	999	41
p2	59	74	0	999	68
p3	7	93	0	999	39
p4	68	92	0	999	77
p5	19	67	0	999	54
p6	95	92	0	999	46
p7	75	35	0	999	68
p8	11	56	0	999	34
p9	9	76	0	999	88
p10	10	51	0	999	31
p11	72	93	0	999	93
p12	46	51	0	999	5
p13	65	64	0	999	27
p14	29	72	0	999	73
d0	24	5	0	999	-67
d1	44	46	0	999	-41
d2	91	34	0	999	-68
d3	3	47	0	999	-39
d4	9	57	0	999	-77
d5	18	53	0	999	-54
d6	73	56	0	999	-46
d7	81	90	0	999	-68
d8	15	44	0	999	-34
d9	20	62	0	999	-88
d10	3	71	0	999	-31
d11	33	15	0	999	-93
d12	37	88	0	999	-5
d13	34	80	0	999	-27
d14	82	70	0	999	-73
o0	9	29	0	999	0
o1	19	53	0	999	0
o2	29	51	0	999	0
e0	21	76	0	999	0
e1	35	1	0	999	0
e2	64	68	0	999	0
t0	46	82	0	999	0
t1	29	33	0	999	0
t2	68	94	0	999	0
