nr	nv	nt	capacity
15	3	3	100

node	x	y	a	b	load
p0	54	42	0	999	11
p1	71	43	0	999	9
p2	57	32	0	999	34
p3	89	60	0	999	60
p4	91	51	0	999	5
p5	15	12	0	999	92
p6	20	64	0	999	82
p7	22	46	0	999	54
p8	27	45	0	999	18
p9	60	68	0	999	17
p10	39	71	0	999	57
p11	57	99	0	999	85
p12	38	2	0	999	33
p13	25	69	0	999	86
p14	43	76	0	999	72
d0	79	59	0	999	-11
d1	63	50	0	999	-9
d2	35	24	0	999	-34
d3	43	13	0	999	-60
d4	24	52	0	999	-5
d5	60	69	0	999	-92
d6	77	11	0	999	-82
d7	14	40	0	999	-54
d8	69	29	0	999	-18
d9	74	66	0	999	-17
d10	25	2	0	999	-57
d11	85	83	0	999	-85
d12	95	63	0	999	-33
d13	47	86	0	999	-86
d14	20	71	0	999	-72
o0	82	13	0	999	0
o1	51	25	0	999	0
o2	92	42	0	999	0
e0	4	23	0	999	0
e1	60	90	0	999	0
e2	98	26	0	999	0
t0	83	48	0	999	0
t1	99	2	0	999	0
t2	13	70	0	999	0
