nr	nv	nt	capacity
15	3	3	100

node	x	y	a	b	load
p0	36	16	0	999	22
p1	82	89	0	999	35
p2	39	18	0	999	68
p3	91	15	0	999	59
p4	60	91	0	999	6
p5	23	45	0	999	99
p6	64	64	0	999	61
p7	57	70	0	999	71
p8	34	7	0	999	57
p9	67	86	0	999	64
p10	17	26	0	999	93
p11	33	37	0	999	85
p12	23	52	0	999	8
p13	28	16	0	999	99
p14	60	12	0	999	99
d0	3	87	0	999	-22
d1	75	25	0	999	-35
d2	69	19	0	999	-68
d3	76	79	0	999	-59
d4	4	52	0	999	-6
d5	1	4	0	999	-99
d6	27	14	0	999	-61
d7	32	0	0	999	-71
d8	18	52	0	999	-57
d9	43	58	0	999	-64
d10	38	33	0	999	-93
d11	25	30	0	999	-85
d12	18	83	0	999	-8
d13	0	79	0	999	-99
d14	94	66	0	999	-99
o0	81	44	0	999	0
o1	27	67	0	999	0
o2	31	91	0	999	0
e0	22	62	0	999	0
e1	65	75	0	999	0
e2	76	18	0	999	0
t0	53	89	0	999	0
t1	3	48	0	999	0
t2	55	25	0	999	0
