nr	nv	nt	capacity
15	3	3	100

node	x	y	a	b	load
p0	88	44	0	999	54
p1	47	28	0	999	40
p2	49	14	0	999	92
p3	64	68	0	999	57
p4	30	20	0	999	82
p5	60	21	0	999	56
p6	51	7	0	999	59
p7	95	30	0	999	35
p8	29	5	0	999	46
p9	28	31	0	999	96
p10	92	66	0	999	95
p11	74	61	0	999	4
p12	59	42	0	999	84
p13	26	57	0	999	34
p14	11	24	0	999	46
d0	9	14	0	999	-54
d1	70	65	0	999	-40
d2	63	32	0	999	-92
d3	13	27	0	999	-57
d4	77	9	0	999	-82
d5	39	4	0	999	-56
d6	75	4	0	999	-59
d7	32	66	0	999	-35
d8	89	14	0	999	-46
d9	86	24	0	999	-96
d10	67	42	0	999	-95
d11	38	38	0	999	-4
d12	30	47	0	999	-84
d13	69	34	0	999	-34
d14	51	46	0	999	-46
o0	14	66	0	999	0
o1	66	30	0	999	0
o2	24	92	0	999	0
e0	50	25	0	999	0
e1	16	95	0	999	0
e2	61	68	0	999	0
t0	89	60	0	999	0
t1	94	35	0	999	0
t2	73	60	0	999	0
