nr	nv	nt	capacity
15	3	3	100

node	x	y	a	b	load
p0	60	40	0	999	86
p1	97	72	0	999	24
p2	45	78	0	999	51
p3	83	52	0	999	80
p4	67	9	0	999	55
p5	17	45	0	999	15
p6	43	96	0	999	34
p7	25	80	0	999	77
p8	65	72	0	999	79
p9	62	98	0	999	12
p10	38	64	0	999	8
p11	14	50	0	999	72
p12	63	80	0	999	18
p13	68	87	0	999	27
p14	40	51	0	999	55
d0	4	74	0	999	-86
d1	47	8	0	999	-24
d2	83	9	0	999	-51
d3	52	79	0	999	-80
d4	2	48	0	999	-55
d5	41	5	0	999	-15
d6	89	29	0	999	-34
d7	79	72	0	999	-77
d8	74	90	0	999	-79
d9	52	89	0	999	-12
d10	51	2	0	999	-8
d11	9	24	0	999	-72
d12	90	29	0	999	-18
d13	11	61	0	999	-27
d14	98	81	0	999	-55
o0	85	77	0	999	0
o1	60	22	0	999	0
o2	99	78	0	999	0
e0	55	39	0	999	0
e1	46	77	0	999	0
e2	71	57	0	999	0
t0	47	80	0	999	0
t1	92	73	0	999	0
t2	98	81	0	999	0
