nr	nv	nt	capacity
15	3	3	100

node	x	y	a	b	load
p0	65	74	0	999	43
p1	71	43	0	999	4
p2	30	14	0	999	59
p3	61	67	0	999	16
p4	19	12	0	999	96
p5	10	51	0	999	95
p6	7	86	0	999	99
p7	89	95	0	999	74
p8	32	92	0	999	66
p9	25	29	0	999	52
p10	25	0	0	999	99
p11	54	0	0	999	47
p12	72	61	0	999	70
p13	78	22	0	999	37
p14	78	22	0	999	22
d0	64	44	0	999	-43
d1	68	85	0	999	-4
d2	54	91	0	999	-59
d3	33	79	0	999	-16
d4	10	10	0	999	-96
d5	96	36	0	999	-95
d6	4	56	0	999	-99
d7	98	29	0	999	-74
d8	5	21	0	999	-66
d9	0	63	0	999	-52
d10	0	25	0	999	-99
d11	2	50	0	999	-47
d12	4	78	0	999	-70
d13	15	50	0	999	-37
d14	46	63	0	999	-22
o0	88	92	0	999	0
o1	41	41	0	999	0
o2	40	22	0	999	0
e0	85	48	0	999	0
e1	3	67	0	999	0
e2	13	98	0	999	0
t0	33	1	0	999	0
t1	87	14	0	999	0
t2	64	82	0	999	0
